발생년,발생년월일시분,주야,요일,사망자수,사상자수,중상자수,경상자수,부상신고자수,발생지시도,발생지시군구,사고유형_대분류,사고유형_중분류,사고유형,법규위반_대분류,법규위반,도로형태_대분류,도로형태,가해자_당사자종별_대분류,가해자_당사자종별,피해자_당사자종별_대분류,피해자_당사자종별,경도,위도,발생분,부상자수,CCTV설치유무,보호구역지정일
2017,2017-10-31 6:00,주간,화,1,1.0,0,0,0,전북,군산시,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행_,단일로,기타단일로,_승합차,_승합차,_보행자,_보행자,126.7171162,35.97995095,20.0,,없음,20230330
2020,2020-09-11 14,주,금,1,,0,0,0,전북,군산시,차대사람,횡단중,횡단중,,_안전운전 의무 불이행,교차로,교차로내,_,승용차_,_,보행자_,126.7141146,35.98095731,,0.0,없음,20230330
2021,2021-03-27 18:00,야,토,1,,0,0,0,전북,군산시,차대사람,횡단중,횡단중,,_기타,교차로,교차로내,_,승용차_,_,보행자_,126.7155033,35.97816071,,0.0,없음,20230330
2022,2022-07-21 0:00,야,목,1,,0,0,0,전북,군산시,차량단독,기타,기타,,_안전운전 의무 불이행,단일로,기타단일로,_,자전거_,_,없음_,126.7158414,35.9798705,,0.0,없음,20230330
2023,2023-10-12 13:00,주,목,1,,0,0,0,전북,군산시,차대사람,횡단중,횡단중,,_보행자 보호의무 위반,교차로,교차로횡단보도내,_,승용차_,_,보행자_,126.7156219,35.9762718,,0.0,없음,20230330
2015,2015-05-29 23:00,야,금,1,1.0,0,0,0,전북,남원시,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행_,단일로,기타단일로,화물차_,소형_,보행자_,보행자_,127.3845969,35.41714906,,,없음,20220506
2016,2016-11-12 4:00,야간,토,1,1.0,0,0,0,전북,남원시,차대차,추돌,진행중 추돌,운전자법규위반,안전운전 의무 불이행_,교차로,교차로내,_원동기장치자전거,_원동기장치자전거,_승용차,_중형,127.3855456,35.4161491,45.0,,없음,20220506
2017,2017-05-27 11:00,주간,토,1,1.0,0,0,0,전북,남원시,차대차,측면충돌,측면충돌,운전자법규위반,교차로 통행방법 위반_,교차로,교차로내,_화물차,_화물차,_이륜차,_이륜차,127.3828536,35.41920322,40.0,,없음,20220506
2018,2018-04-13 20:56,야,금,1,1.0,0,0,0,전북,남원시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행_,단일로,기타단일로,화물차_,화물차_,보행자_,보행자_,127.3873634,35.41588932,,,없음,20220506
2015,2015-08-09 5:15,야,일,1,1.0,0,0,0,전북,군산시,차대사람,보도통행중,보도통행중,운전자법규위반,안전운전 의무 불이행_,교차로,교차로부근,승용차_,대형_,보행자_,보행자_,126.7201209,35.98007871,,,없음,20210707
2016,2016-09-26 11:00,주간,월,1,2.0,1,0,0,전북,군산시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행_,교차로,교차로내,_승용차,_경형,_보행자,_보행자,126.7195585,35.97997498,8.0,,없음,20210707
2016,2016-12-28 7:00,주간,수,1,1.0,0,0,0,전북,군산시,차대사람,횡단중,횡단중,운전자법규위반,보행자 보호의무 위반_,교차로,교차로내,_화물차,_소형,_보행자,_보행자,126.7183808,35.97994117,20.0,,없음,20210707
2017,2017-05-25 14:00,주간,목,1,1.0,0,0,0,전북,군산시,차대차,측면충돌,측면충돌,운전자법규위반,신호위반_,교차로,교차로내,_자전거,_자전거,_승용차,_승용차,126.7216626,35.97783479,45.0,,없음,20210707
2021,2021-10-22 18:00,야,금,1,,0,0,0,전북,군산시,차대사람,횡단중,횡단중,,_안전운전 의무 불이행,단일로,기타단일로,_,승합차_,_,보행자_,126.7207516,35.98023697,,0.0,없음,20210707
2017,2017-04-12 19:00,야간,수,1,1.0,0,0,0,전북,군산시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행_,교차로,교차로부근,_승용차,_승용차,_보행자,_보행자,126.7156396,35.97750346,38.0,,없음,20210707
2021,2021-03-27 18:00,야,토,1,,0,0,0,전북,군산시,차대사람,횡단중,횡단중,,_기타,교차로,교차로내,_,승용차_,_,보행자_,126.7155033,35.97816071,,0.0,없음,20210707
2023,2023-10-12 13:00,주,목,1,,0,0,0,전북,군산시,차대사람,횡단중,횡단중,,_보행자 보호의무 위반,교차로,교차로횡단보도내,_,승용차_,_,보행자_,126.7156219,35.9762718,,0.0,없음,20210707
2019,2019-11-02 16,주,토,1,,0,0,0,전북,군산시,차대사람,횡단중,횡단중,,_중앙선 침범,단일로,지하차도(도로)내,_,건설기계_,_,보행자_,126.6895559,35.91551277,,0.0,있음,20210707
2021,2021-04-12 16:00,주,월,1,,0,0,0,전북,군산시,차대사람,횡단중,횡단중,,_보행자 보호의무 위반,교차로,교차로내,_,화물차_,_,보행자_,126.7100024,35.98331857,,0.0,없음,20210707
2023,2023-10-17 17:00,주,화,1,,0,0,0,전북,군산시,차대사람,횡단중,횡단중,,_보행자 보호의무 위반,교차로,교차로횡단보도내,_,화물차_,_,보행자_,126.710608,35.98299168,,0.0,없음,20210707
2016,2016-02-17 18:00,야간,수,1,1.0,0,0,0,전북,부안군,차대사람,차도통행중,차도통행중,운전자법규위반,안전운전 의무 불이행_,기타/불명,기타/불명,_승용차,_경형,_보행자,_보행자,126.7328259,35.71980808,30.0,,없음,20210202
2016,2016-04-14 11:00,주간,목,1,1.0,0,0,0,전북,부안군,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행_,교차로,교차로부근,_원동기장치자전거,_원동기장치자전거,_,_,126.7477162,35.71652104,5.0,,있음,20210202
2021,2021-04-20 8:00,주,화,1,,0,0,0,전북,부안군,차대사람,차도통행중,차도통행중,,_안전운전 의무 불이행,교차로,교차로내,_,화물차_,_,보행자_,126.7439785,35.71895991,,0.0,있음,20210202
2021,2021-05-23 2:00,야,일,1,,0,0,0,전북,익산시,차대차,기타,기타,,_기타,단일로,기타단일로,_,승용차_,_,자전거_,126.9585569,35.92918425,,0.0,없음,20190331
2016,2016-02-19 17:00,주간,금,1,1.0,0,0,0,전북,익산시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행_,단일로,기타단일로,_승용차,_대형,_보행자,_보행자,126.9481827,35.95573933,18.0,,있음,20190331
2019,2019-08-29 15,주,목,1,,0,0,0,전북,익산시,차대사람,횡단중,횡단중,,_보행자 보호의무 위반,교차로,교차로횡단보도내,_,화물차_,_,보행자_,126.9477171,35.95571014,,0.0,있음,20190331
2023,2023-04-13 6:00,주,목,1,,0,0,0,전북,익산시,차대사람,횡단중,횡단중,,_안전운전 의무 불이행,교차로,교차로내,_,화물차_,_,보행자_,126.9476387,35.95582699,,0.0,있음,20190331
2020,2020-03-30 19,야,월,1,,0,0,0,전북,전주시,차대사람,횡단중,횡단중,,_안전운전 의무 불이행,교차로,교차로내,_,승용차_,_,보행자_,127.1586584,35.80737865,,0.0,없음,20190331
2015,2015-01-07 14:05,주,수,1,1.0,0,0,0,전북,전주시,차대사람,차도통행중,차도통행중,운전자법규위반,안전운전 의무 불이행_,단일로,기타단일로,승합차_,대형_,보행자_,보행자_,127.1445804,35.82453169,,,있음,20190331
2015,2015-12-08 18:10,야,화,1,1.0,0,0,0,전북,전주시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행_,교차로,교차로내,승용차_,중형_,보행자_,보행자_,127.1456602,35.8281774,,,있음,20190331
2016,2016-06-06 2:00,야간,월,1,1.0,0,0,0,전북,전주시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행_,교차로,교차로내,_승용차,_경형,_보행자,_보행자,127.1451993,35.8272564,2.0,,있음,20190331
2017,2017-03-10 21:00,야간,금,1,1.0,0,0,0,전북,전주시,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행_,단일로,기타단일로,_승합차,_승합차,_보행자,_보행자,127.1445258,35.82436924,34.0,,있음,20190331
2017,2017-09-11 11:00,주간,월,1,1.0,0,0,0,전북,전주시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행_,단일로,기타단일로,_승용차,_승용차,_보행자,_보행자,127.1455407,35.82692381,30.0,,있음,20190331
2019,2019-12-25 17,주,수,1,,0,0,0,전북,전주시,차대사람,횡단중,횡단중,,_안전운전 의무 불이행,단일로,기타단일로,_,승용차_,_,보행자_,127.1440327,35.82571118,,0.0,있음,20190331
2022,2022-12-13 9:00,주,화,1,,0,0,0,전북,전주시,차대사람,길가장자리구역통행중,길가장자리구역통행중,,_안전운전 의무 불이행,기타,기타,_,승용차_,_,보행자_,127.1448032,35.82671426,,0.0,있음,20190331
2015,2015-03-04 18:45,야,수,1,1.0,0,0,0,전북,전주시,차대사람,길가장자리구역통행중,길가장자리구역통행중,운전자법규위반,안전운전 의무 불이행_,단일로,기타단일로,승용차_,중형_,보행자_,보행자_,127.1191172,35.83385753,,,있음,20190331
2019,2019-01-05 01,야,토,1,,0,0,0,전북,전주시,차량단독,공작물충돌,공작물충돌,,_안전운전 의무 불이행,단일로,지하차도(도로)내,_,승용차_,_,없음_,127.1206012,35.83379911,,0.0,있음,20190331
2020,2020-08-07 23,야,금,1,,0,1,0,전북,전주시,차대사람,기타,기타,,_안전운전 의무 불이행,단일로,기타단일로,_,승용차_,_,보행자_,127.1198153,35.83373351,,1.0,있음,20190331
2017,2017-02-10 18:00,야간,금,1,1.0,0,0,0,전북,군산시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행_,단일로,기타단일로,_승용차,_승용차,_보행자,_보행자,126.7057308,35.97599937,35.0,,없음,20190331
2019,2019-02-15 20,야,금,1,,0,0,0,전북,군산시,차대사람,횡단중,횡단중,,_안전운전 의무 불이행,단일로,기타단일로,_,승용차_,_,보행자_,126.706819,35.97365346,,0.0,없음,20190331
2021,2021-12-08 6:00,주,수,1,,0,0,0,전북,군산시,차대사람,기타,기타,,_안전운전 의무 불이행,기타,기타,_,승용차_,_,보행자_,126.7067231,35.97115998,,0.0,없음,20190331
2022,2022-04-01 20:00,야,금,1,,0,0,0,전북,군산시,차대차,측면충돌,측면충돌,,_신호위반,교차로,교차로내,_,자전거_,_,승용차_,126.7056886,35.97356485,,0.0,없음,20190331
2021,2021-04-01 10:00,주,목,1,,0,0,0,전북,임실군,차대사람,횡단중,횡단중,,_안전운전 의무 불이행,단일로,지하차도(도로)내,_,승용차_,_,보행자_,127.2834233,35.61496695,,0.0,있음,20190331
2020,2020-09-11 14,주,금,1,,0,0,0,전북,군산시,차대사람,횡단중,횡단중,,_안전운전 의무 불이행,교차로,교차로내,_,승용차_,_,보행자_,126.7141146,35.98095731,,0.0,없음,20190331
2022,2022-07-21 0:00,야,목,1,,0,0,0,전북,군산시,차량단독,기타,기타,,_안전운전 의무 불이행,단일로,기타단일로,_,자전거_,_,없음_,126.7158414,35.9798705,,0.0,없음,20190331
2023,2023-10-17 17:00,주,화,1,,0,0,0,전북,군산시,차대사람,횡단중,횡단중,,_보행자 보호의무 위반,교차로,교차로횡단보도내,_,화물차_,_,보행자_,126.710608,35.98299168,,0.0,없음,20190331
2015,2015-10-31 17:48,주,토,1,1.0,0,0,0,전북,익산시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행_,단일로,기타단일로,승합차_,대형_,보행자_,보행자_,126.9442579,36.00309947,,,없음,20190331
2019,2019-02-15 15,주,금,1,,0,0,0,전북,전주시,차대사람,기타,기타,,_안전운전 의무 불이행,단일로,기타단일로,_,승용차_,_,보행자_,127.1347451,35.79164726,,0.0,있음,20190331
2022,2022-08-26 23:00,야,금,1,,0,0,0,전북,전주시,차대사람,횡단중,횡단중,,_안전운전 의무 불이행,단일로,기타단일로,_,승용차_,_,보행자_,127.1312346,35.78978823,,0.0,있음,20190331
2019,2019-07-27 11,주,토,1,,1,1,0,전북,전주시,차대차,측면충돌,측면충돌,,_신호위반,단일로,기타단일로,_,이륜차_,_,이륜차_,127.12394,35.80432678,,2.0,있음,20190331
2020,2020-06-11 22,야,목,1,,0,2,0,전북,전주시,차대차,추돌,추돌,,_안전운전 의무 불이행,교차로,교차로부근,_,화물차_,_,승용차_,127.1255199,35.80258257,,2.0,있음,20190331
2022,2022-06-22 6:00,주,수,1,,1,3,0,전북,전주시,차대차,측면충돌,측면충돌,,_안전운전 의무 불이행,교차로,교차로내,_,승용차_,_,승용차_,127.125464,35.80269961,,4.0,있음,20190331
2019,2019-03-12 13,주,화,1,,1,3,0,전북,진안군,차대차,기타,기타,,_안전운전 의무 불이행,단일로,기타단일로,_,승용차_,_,승용차_,127.4300489,35.79254232,,4.0,있음,20190331
2023,2023-09-03 19:00,야,일,1,,0,0,0,전북,전주시,차대사람,횡단중,횡단중,,_안전운전 의무 불이행,단일로,기타단일로,_,승용차_,_,보행자_,127.1388904,35.84154622,,0.0,있음,20190331
2015,2015-06-21 11:40,주,일,1,1.0,0,0,0,전북,전주시,차대차,측면충돌,측면충돌,운전자법규위반,안전운전 의무 불이행_,교차로,교차로부근,승용차_,중형_,자전거_,자전거_,127.1190674,35.84891429,,,있음,20190331
2017,2017-01-05 6:00,주간,목,1,2.0,0,1,0,전북,전주시,차대차,측면충돌,측면충돌,운전자법규위반,신호위반_,교차로,교차로내,_원동기장치자전거,_원동기장치자전거,_승용차,_승용차,127.1556439,35.83904383,9.0,,있음,20190331
2019,2019-09-23 14,주,월,1,,0,0,0,전북,전주시,차대사람,횡단중,횡단중,,_신호위반,단일로,기타단일로,_,화물차_,_,보행자_,127.1551789,35.83671632,,0.0,있음,20190331
2015,2015-04-28 15:00,주,화,1,1.0,0,0,0,전북,전주시,차대사람,차도통행중,차도통행중,운전자법규위반,안전거리 미확보_,교차로,교차로부근,승용차_,중형_,보행자_,보행자_,127.1472989,35.81061874,,,있음,20190331
2017,2017-08-17 18:00,야간,목,1,1.0,0,0,0,전북,전주시,차대사람,차도통행중,차도통행중,운전자법규위반,안전운전 의무 불이행_,단일로,기타단일로,_승용차,_승용차,_보행자,_보행자,127.1443601,35.81187235,40.0,,있음,20190331
2018,2018-02-10 19:30,야,토,1,1.0,0,0,0,전북,전주시,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행_,교차로,교차로횡단보도내,승용차_,승용차_,보행자_,보행자_,127.1450026,35.81176605,,,있음,20190331
2021,2021-08-22 16:00,주,일,1,,0,0,0,전북,전주시,차대사람,횡단중,횡단중,,_보행자 보호의무 위반,교차로,교차로횡단보도내,_,승합차_,_,보행자_,127.1476181,35.81078016,,0.0,있음,20190331
2022,2022-03-24 13:00,주,목,1,,0,0,0,전북,전주시,차대사람,횡단중,횡단중,,_안전운전 의무 불이행,교차로,교차로부근,_,승합차_,_,보행자_,127.1470986,35.8133771,,0.0,있음,20190331
2018,2018-10-04 14:20,주,목,1,1.0,0,0,0,전북,정읍시,차대사람,차도통행중,차도통행중,운전자법규위반,안전운전 의무 불이행_,교차로,교차로내,화물차_,화물차_,보행자_,보행자_,126.7949612,35.50465339,,,있음,20190331
2020,2020-03-30 19,야,월,1,,0,0,0,전북,전주시,차대사람,횡단중,횡단중,,_안전운전 의무 불이행,교차로,교차로내,_,승용차_,_,보행자_,127.1586584,35.80737865,,0.0,있음,20190331
2017,2017-02-14 0:00,야간,화,1,1.0,0,0,0,전북,전주시,차량단독,공작물충돌,공작물충돌,운전자법규위반,과속_,단일로,기타단일로,_승용차,_승용차,_없음,_없음,127.1285054,35.81150432,41.0,,있음,20190331
2018,2018-01-13 0:50,야,토,1,1.0,0,0,0,전북,전주시,차대사람,횡단중,횡단중,운전자법규위반,과속_,교차로,교차로내,승용차_,승용차_,보행자_,보행자_,127.12994,35.80695288,,,있음,20190331
2016,2016-12-28 7:00,주간,수,1,1.0,0,0,0,전북,군산시,차대사람,횡단중,횡단중,운전자법규위반,보행자 보호의무 위반_,교차로,교차로내,_화물차,_소형,_보행자,_보행자,126.7183808,35.97994117,20.0,,없음,20190331
2017,2017-04-16 11:00,주간,일,1,1.0,0,0,0,전북,군산시,차대사람,횡단중,횡단중,운전자법규위반,보행자 보호의무 위반_,교차로,교차로횡단보도내,_승용차,_승용차,_보행자,_보행자,126.716065,35.98417246,5.0,,없음,20190331
2017,2017-10-31 6:00,주간,화,1,1.0,0,0,0,전북,군산시,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행_,단일로,기타단일로,_승합차,_승합차,_보행자,_보행자,126.7171162,35.97995095,20.0,,없음,20190331
2023,2023-03-07 9:00,주,화,1,,0,0,0,전북,군산시,차대차,측면충돌,측면충돌,,_안전운전 의무 불이행,교차로,교차로부근,_,승합차_,_,자전거_,126.7151343,35.98518515,,0.0,없음,20190331
2020,2020-03-19 19,야,목,1,,0,0,0,충남,태안군,차대사람,차도통행중,차도통행중,,_안전운전 의무 불이행,단일로,기타단일로,_,승용차_,_,보행자_,126.3731791,36.51206732,,0.0,없음,20231211
2022,2022-06-25 4:00,야,토,1,,0,1,0,충남,보령시,차량단독,공작물충돌,공작물충돌,,_안전운전 의무 불이행,교차로,교차로내,_,화물차_,_,없음_,126.6234306,36.37729481,,1.0,없음,20230814
2021,2021-09-16 11:00,주,목,1,,0,0,0,충남,보령시,차량단독,전도,전도,,_안전운전 의무 불이행,기타,기타,_,화물차_,_,없음_,126.6185473,36.33581652,,0.0,없음,20230104
2019,2019-07-15 09,주,월,1,,0,0,0,충남,보령시,차대차,측면충돌,측면충돌,,_기타,단일로,기타단일로,_,자전거_,_,승용차_,126.5917485,36.4442378,,0.0,없음,20230104
2022,2022-01-08 10:00,주,토,1,,0,0,0,충남,보령시,차대차,측면충돌,측면충돌,,_기타,교차로,교차로내,_,원동기장치자전거_,_,승합차_,126.5907336,36.44706978,,0.0,없음,20230104
2016,2016-08-27 0:00,야간,토,1,1.0,0,0,0,충남,보령시,차대차,측면직각충돌,측면직각충돌,운전자법규위반,안전운전 의무 불이행_,단일로,기타단일로,_승용차,_소형,_자전거,_자전거,126.591348,36.34930673,30.0,,없음,20230104
2019,2019-10-22 08,주,화,1,,0,0,0,충남,보령시,차대사람,횡단중,횡단중,,_보행자 보호의무 위반,교차로,교차로횡단보도내,_,화물차_,_,보행자_,126.5943096,36.34954557,,0.0,없음,20230104
2017,2017-10-12 17:00,주간,목,1,1.0,0,0,0,충남,태안군,차량단독,기타,기타,운전자법규위반,안전운전 의무 불이행_,단일로,기타단일로,_농기계,_농기계,_없음,_없음,126.3597366,36.596271,0.0,,없음,20221221
2016,2016-09-04 17:00,주간,일,1,1.0,0,0,0,충남,태안군,차량단독,도로이탈,도로이탈 추락,운전자법규위반,안전운전 의무 불이행_,단일로,기타단일로,_이륜차,_사발이,_,_,126.3627756,36.47816357,20.0,,있음,20221221
2021,2021-04-08 20:00,야,목,1,,1,0,0,충남,청양군,차대차,추돌,추돌,,_안전운전 의무 불이행,단일로,기타단일로,_,승용차_,_,사륜오토바이(ATV)_,126.7741668,36.48527872,,1.0,있음,20221104
2015,2015-06-23 21:37,야,화,1,1.0,0,0,0,충남,논산시,차대사람,길가장자리구역통행중,길가장자리구역통행중,운전자법규위반,안전운전 의무 불이행_,단일로,기타단일로,승용차_,중형_,보행자_,보행자_,127.0175285,36.16572653,,,없음,20220222
2016,2016-12-12 16:00,주간,월,1,1.0,0,0,0,충남,논산시,차량단독,전도전복,전도전복,운전자법규위반,안전운전 의무 불이행_,교차로,교차로내,_원동기장치자전거,_원동기장치자전거,_,_,127.0165658,36.16498337,5.0,,없음,20220222
2017,2017-06-15 23:00,야간,목,1,1.0,0,0,0,충남,예산군,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행_,단일로,기타단일로,_승용차,_승용차,_보행자,_보행자,126.7280751,36.68693943,23.0,,있음,20220126
2017,2017-10-25 19:00,야간,수,1,1.0,0,0,0,충남,예산군,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행_,단일로,기타단일로,_승용차,_승용차,_보행자,_보행자,126.7281315,36.68689472,22.0,,있음,20220126
2019,2019-03-06 10,주,수,1,,0,0,0,충남,예산군,차대차,측면충돌,측면충돌,,_안전운전 의무 불이행,교차로,교차로부근,_,이륜차_,_,승용차_,126.7293174,36.68694747,,0.0,있음,20220126
2017,2017-05-03 18:00,야간,수,1,1.0,0,0,0,충남,예산군,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행_,단일로,기타단일로,_사륜오토바이(ATV),_사륜오토바이(ATV),_없음,_없음,126.8486755,36.63431978,30.0,,있음,20220126
2015,2015-11-13 18:45,야,금,1,1.0,0,0,0,충남,예산군,차대사람,길가장자리구역통행중,길가장자리구역통행중,운전자법규위반,안전운전 의무 불이행_,교차로,교차로내,승용차_,경형_,보행자_,보행자_,126.8264177,36.73556664,,,없음,20220126
2016,2016-03-03 19:00,야간,목,1,1.0,0,0,0,충남,예산군,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행_,단일로,기타단일로,_승용차,_경형,_보행자,_보행자,126.830706,36.73572605,5.0,,없음,20220126
2017,2017-01-07 19:00,야간,토,1,1.0,0,0,0,충남,보령시,차대차,측면충돌,측면충돌,운전자법규위반,직진 및 우회전차의 통행방해_,교차로,교차로내,_이륜차,_이륜차,_승용차,_승용차,126.6034906,36.31956746,33.0,,없음,20211226
2017,2017-02-25 1:00,야간,토,1,1.0,0,0,0,충남,보령시,차대차,기타,기타,운전자법규위반,안전운전 의무 불이행_,교차로,교차로부근,_승용차,_승용차,_화물차,_화물차,126.6035137,36.31949552,5.0,,없음,20211226
2018,2018-04-07 5:00,야,토,2,2.0,0,0,0,충남,보령시,차대차,추돌,추돌,운전자법규위반,안전운전 의무 불이행_,단일로,기타단일로,화물차_,화물차_,화물차_,화물차_,126.557854,36.36824035,,,없음,20211226
2021,2021-05-13 17:00,주,목,1,,0,0,0,충남,보령시,차량단독,전도,전도,,_안전운전 의무 불이행,단일로,기타단일로,_,농기계_,_,없음_,126.5297897,36.49253867,,0.0,없음,20211226
2019,2019-03-02 18,야,토,1,,0,0,0,충남,보령시,차량단독,도로이탈,도로이탈 추락,,_안전운전 의무 불이행,단일로,기타단일로,_,화물차_,_,없음_,126.6103037,36.40516238,,0.0,없음,20211226
2021,2021-06-03 20:00,야,목,1,,0,0,0,충남,보령시,차대사람,차도통행중,차도통행중,,_중앙선 침범,단일로,기타단일로,_,승용차_,_,보행자_,126.6501397,36.33240324,,0.0,없음,20211226
2017,2017-05-28 11:00,주간,일,1,1.0,0,0,0,충남,보령시,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행_,단일로,기타단일로,_승용차,_승용차,_보행자,_보행자,126.6816891,36.29235256,25.0,,없음,20211224
2022,2022-03-17 3:00,야,목,1,,0,0,0,충남,천안시,차대사람,기타,기타,,_안전운전 의무 불이행,단일로,기타단일로,_,승용차_,_,보행자_,127.1344132,36.93077993,,0.0,없음,20211027
2023,2023-09-21 5:00,야,목,1,,0,0,0,충남,천안시,차대사람,횡단중,횡단중,,_안전운전 의무 불이행,단일로,기타단일로,_,승용차_,_,보행자_,127.114652,36.71133709,,0.0,있음,20211027
2020,2020-04-28 12,주,화,1,,0,0,0,충남,공주시,차대차,기타,기타,,_안전운전 의무 불이행,교차로,교차로부근,_,화물차_,_,원동기장치자전거_,126.9466415,36.53982472,,0.0,없음,20210923
2016,2016-08-22 20:00,야간,월,1,1.0,0,0,0,충남,당진시,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행_,단일로,기타단일로,_승용차,_중형,_보행자,_보행자,126.7531466,36.87065354,13.0,,없음,20210820
2020,2020-02-01 00,야,토,1,,0,1,0,충남,당진시,차대차,추돌,추돌,,_과속,단일로,기타단일로,_,승용차_,_,자전거_,126.7546753,36.86921181,,1.0,없음,20210820
2023,2023-12-08 2:00,야,금,1,,0,1,0,충남,당진시,차량단독,도로이탈,도로이탈 추락,,_안전거리 미확보,단일로,기타단일로,_,승용차_,_,없음_,126.7582522,36.94480156,,1.0,없음,20210820
2016,2016-01-08 17:00,주간,금,1,2.0,0,1,0,충남,당진시,차대차,정면충돌,정면충돌,운전자법규위반,중앙선 침범_,단일로,기타단일로,_승용차,_경형,_화물차,_소형,126.6456308,36.91071,14.0,,없음,20210818
2018,2018-08-26 20:30,야,일,1,1.0,0,0,0,충남,당진시,차대사람,길가장자리구역통행중,길가장자리구역통행중,운전자법규위반,안전운전 의무 불이행_,교차로,교차로부근,승용차_,승용차_,보행자_,보행자_,126.5398175,36.87593623,,,없음,20210818
2021,2021-09-13 6:00,주,월,1,,0,0,0,충남,당진시,차대사람,기타,기타,,_안전운전 의무 불이행,기타,기타,_,화물차_,_,보행자_,126.7859015,36.86535605,,0.0,없음,20210818
2020,2020-03-20 23,야,금,1,,0,0,0,충남,서산시,차량단독,공작물충돌,공작물충돌,,_안전운전 의무 불이행,단일로,기타단일로,_,승용차_,_,없음_,126.3572174,36.77428107,,0.0,없음,20210424
2016,2016-11-13 18:00,야간,일,1,1.0,0,0,0,충남,논산시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행_,교차로,교차로부근,_승용차,_중형,_보행자,_보행자,127.1455504,36.15531911,15.0,,없음,20210303
2021,2021-01-30 11:00,주,토,1,,0,0,0,충남,논산시,차대사람,기타,기타,,_안전운전 의무 불이행,단일로,기타단일로,_,농기계_,_,보행자_,127.2239633,36.16384699,,0.0,없음,20210303
2018,2018-05-29 12:30,주,화,1,1.0,0,0,0,충남,천안시,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행_,단일로,교량위,이륜차_,이륜차_,없음_,없음_,127.2615589,36.89753308,,,없음,20210218
2023,2023-05-14 11:00,주,일,1,,0,0,0,충남,천안시,차량단독,전복,전복,,_안전운전 의무 불이행,단일로,기타단일로,_,자전거_,_,없음_,127.2759879,36.81083138,,0.0,없음,20210218
2023,2023-05-29 14:00,주,월,1,,0,0,0,충남,부여군,차대차,측면충돌,측면충돌,,_기타,교차로,교차로내,_,이륜차_,_,승용차_,126.944945,36.16911746,,0.0,없음,20210216
2018,2018-03-31 2:00,야,토,2,3.0,1,0,0,충남,부여군,차량단독,도로이탈,도로이탈 추락,운전자법규위반,과속_,단일로,기타단일로,승용차_,승용차_,없음_,없음_,126.8650069,36.10751351,,,없음,20210216
2015,2015-02-18 20:05,야,수,1,1.0,0,0,0,충남,부여군,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행_,단일로,기타단일로,승합차_,대형_,보행자_,보행자_,126.8410116,36.25985382,,,없음,20210216
2018,2018-09-10 15:35,주,월,1,1.0,0,0,0,충남,아산시,차대차,추돌,추돌,운전자법규위반,안전운전 의무 불이행_,단일로,기타단일로,이륜차_,이륜차_,승용차_,승용차_,126.9365328,36.82345473,,,없음,20210215
2016,2016-12-04 15:00,주간,일,1,1.0,0,0,0,충남,아산시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행_,단일로,기타단일로,_건설기계,_건설기계,_보행자,_보행자,126.9622314,36.8188591,43.0,,없음,20210215
2021,2021-08-07 17:00,주,토,1,,1,0,0,충남,아산시,차대차,측면충돌,측면충돌,,_안전운전 의무 불이행,교차로,교차로내,_,승용차_,_,이륜차_,127.0432068,36.84524994,,1.0,없음,20210215
2017,2017-01-31 4:00,야간,화,1,1.0,0,0,0,충남,논산시,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행_,단일로,기타단일로,_승용차,_승용차,_없음,_없음,127.2144519,36.14994957,40.0,,있음,20210215
2023,2023-06-18 13:00,주,일,1,,0,0,0,충남,태안군,차대차,추돌,추돌,,_안전운전 의무 불이행,단일로,기타단일로,_,이륜차_,_,승용차_,126.2746569,36.75739596,,0.0,없음,20210209
